nct_id,drug_name,is_combination,n_drugs_in_trial
NCT04717531,Trastuzumab,True,6
NCT04717531,Pertuzumab,True,6
NCT04717531,Docetaxel,True,6
NCT04717531,Epirubicin,True,6
NCT04717531,Cyclophosphamide,True,6
NCT04878692,Cream Dosage Form,False,1
NCT04938297,Rituximab,True,3
NCT04938297,Lenalidomide,True,3
NCT04938297,Zanubrutinib,True,3
NCT04902885,Trilaciclib,True,5
NCT04902885,Carboplatin,True,5
NCT04902885,Etoposide,True,5
NCT04902885,Topotecan,True,5
NCT04902885,Placebo Control,True,5
NCT06669013,Dinutuximab beta,False,1
NCT04690595,Autologous BAFFR-targeting CAR T Cells,False,1
NCT05893654,Melphalan,True,2
NCT05893654,Brachytherapy,True,2
NCT04912765,Nivolumab,True,2
NCT04912765,Neoantigen-loaded Autologous Dendritic Cell Vaccine,True,2
NCT04511078,Panitumumab-IRDye800,False,1
NCT04868747,Lidocaine,True,3
NCT04868747,Gastrectomy,True,3
NCT04868747,Sodium chloride,True,3
NCT04954001,FCN 159,False,1
NCT04649476,Camrelizumab,True,4
NCT04649476,Docetaxel,True,4
NCT04649476,Cisplatin,True,4
NCT04649476,Fluorouracil,True,4
NCT04965155,Isatuximab,True,2
NCT04965155,Dexamethasone,True,2
NCT04731467,CM 24,True,7
NCT04731467,Nivolumab,True,7
NCT04731467,Nab-paclitaxel,True,7
NCT04731467,Gemcitabine,True,7
NCT04731467,Eculizumab,True,7
NCT04731467,Fluorouracil,True,7
NCT04731467,Liposome Vesicle,True,7
NCT04749394,Camrelizumab,True,2
NCT04749394,Rivoceranib,True,2
NCT04508309,Human papillomavirus 16/18 vaccine recombinant bivalent Xiamen Innovax,True,2
NCT04508309,"Human Papillomavirus 9-valent Vaccine, Recombinant",True,2
NCT04923529,Tipiracil/trifluridine,False,1
NCT04721015,ABBV-637,True,3
NCT04721015,Docetaxel,True,3
NCT04721015,Osimertinib,True,3
NCT05143112,Allogeneic Anti-CD19 T-cells ThisCART19A,False,1
NCT04709731,Ponatinib,False,1
NCT04688983,Ponatinib,True,3
NCT04688983,Blinatumomab,True,3
NCT04688983,Imatinib,True,3
NCT04471974,ZEN 3694,True,3
NCT04471974,Enzalutamide,True,3
NCT04471974,Pembrolizumab,True,3
NCT04640246,TBX-3400,True,2
NCT04640246,Blood Transfusion,True,2
NCT04942730,Fludarabine,True,6
NCT04942730,bendamustine hydrochloride,True,6
NCT04942730,Busulfan,True,6
NCT04942730,Cyclophosphamide,True,6
NCT04942730,Mycophenolate mofetil,True,6
NCT04942730,Tacrolimus,True,6
NCT04943757,bendamustine hydrochloride,True,2
NCT04943757,Cyclophosphamides,True,2
NCT04890392,Tislelizumab,True,4
NCT04890392,Gimeracil/oteracil/tegafur,True,4
NCT04890392,Oxaliplatin,True,4
NCT04890392,Surgical Procedure,True,4
NCT05906615,Lidocaine,False,1
NCT04634071,Varenicline,True,4
NCT04634071,Bupropion,True,4
NCT04634071,Long-acting Nicotine Replacement Therapy,True,4
NCT04634071,Counseling,True,4
NCT04605185,Donafenib,True,2
NCT04605185,Toripalimab,True,2
NCT05549778,Polaprezinc,True,2
NCT05549778,Abiraterone,True,2
NCT04622566,Lenvatinib,True,3
NCT04622566,Pembrolizumab,True,3
NCT04622566,Surgical Procedure,True,3
NCT04686383,CAL056 mesylate,False,1
NCT04493060,Dostarlimab,True,2
NCT04493060,Niraparib,True,2
NCT04683354,Tunlametinib,False,1
NCT04650451,Chimeric Antigen Receptor T-Cell Therapy,False,1
NCT05304754,Interleukin-15,True,3
NCT05304754,NK cells stimulated ex vivo with IL-15,True,3
NCT05304754,Alloreactive NK cells - Instituto de InvestigaciÃ³n Hospital Universitario La Paz,True,3
NCT04532281,Anti-CD19 CAR T Cells Preparation,False,1
NCT04602689,Fibrinogen Human,True,4
NCT04602689,Aprotinin,True,4
NCT04602689,Thrombin,True,4
NCT04602689,Calcium Chloride,True,4
NCT04501094,Bintrafusp alfa,False,1
NCT04225676,Tisagenlecleucel,False,1
NCT04614636,FT538,True,5
NCT04614636,Cyclophosphamide,True,5
NCT04614636,Fludarabine,True,5
NCT04614636,Daratumumab,True,5
NCT04614636,Elotuzumab,True,5
NCT04604132,Derazantinib,True,3
NCT04604132,Paclitaxel,True,3
NCT04604132,Ramucirumab,True,3
NCT04592653,Nemvaleukin-alfa,True,2
NCT04592653,Pembrolizumab,True,2
NCT04552769,Abemaciclib,False,1
NCT04566380,Nivolumab,True,6
NCT04566380,Oxaliplatin,True,6
NCT04566380,Gimeracil/oteracil/tegafur,True,6
NCT04566380,Capecitabine,True,6
NCT04566380,Bevacizumab,True,6
NCT04566380,Temozolomide,True,6
NCT04459663,Toripalimab,True,2
NCT04459663,Axitinib,True,2
NCT04512417,Camrelizumab,True,2
NCT04512417,Radiation Therapy,True,2
NCT04398108,Margetuximab,True,4
NCT04398108,Capecitabine,True,4
NCT04398108,Vinorelbine,True,4
NCT04398108,Gemcitabine,True,4
NCT04189107,Dexamethasone,True,2
NCT04189107,Placebo Control,True,2
NCT04344158,Penpulimab,True,3
NCT04344158,catequentinib hydrochloride,True,3
NCT04344158,sorafenib tosylate,True,3
NCT04435197,Pembrolizumab,False,1
NCT05513612,Autologous CAR-T Cells,True,3
NCT05513612,Fludarabine,True,3
NCT05513612,Cyclophosphamide,True,3
NCT04493125,Mosapride,True,2
NCT04493125,Placebo Control,True,2
NCT04379739,Camrelizumab,False,1
NCT04469075,clindamycin phosphate,True,2
NCT04469075,triamcinolone acetonide,True,2
NCT04433221,Multiple sarcoma-specific CAR-T cells - Shenzhen Geno-Immune Medical Institute,True,2
NCT04433221,sarcoma vaccines - Shenzhen Geno-Immune Medical Institute,True,2
NCT06540937,Leflunomide,False,1
NCT04329949,Relacorilant,True,2
NCT04329949,Nab-paclitaxel,True,2
NCT04427774,Surufatinib,True,2
NCT04427774,Sintilimab,True,2
NCT04992988,Toripalimab,False,1
NCT04314089,GT-103,False,1
NCT04400383,AB 011,True,3
NCT04400383,Moxifloxacin,True,3
NCT04400383,Nab-paclitaxel,True,3
NCT04383977,Rivoceranib,True,2
NCT04383977,Etoposide,True,2
NCT04334174,Brentuximab vedotin,False,1
NCT04275713,Metformin,True,2
NCT04275713,Cisplatin,True,2
NCT04426669,Cyclophosphamide,True,5
NCT04426669,Mesna,True,5
NCT04426669,Fludarabine,True,5
NCT04426669,Tumor Infiltrating Lymphocyte,True,5
NCT04426669,Aldesleukin,True,5
NCT04272957,HMPL-306,False,1
NCT04186845,18F-rhPSMA 7.3 PET/CT Scan,False,1
NCT04353102,YH 002,False,1
NCT04279561,Computed Tomography,True,3
NCT04279561,Gallium Ga-68 gozetotide,True,3
NCT04279561,Positron Emission Tomography,True,3
NCT04134884,Talazoparib,True,2
NCT04134884,Cedazuridine/decitabine,True,2
NCT04102020,Venetoclax,True,2
NCT04102020,Azacitidine,True,2
NCT03996473,Radium 223 chloride,True,2
NCT03996473,Pembrolizumab,True,2
NCT04319263,BCG vaccine,False,1
NCT05999994,Ramucirumab,True,8
NCT05999994,Cyclophosphamide,True,8
NCT05999994,Vinorelbine,True,8
NCT05999994,Gemcitabine,True,8
NCT05999994,Docetaxel,True,8
NCT05999994,Abemaciclib,True,8
NCT05999994,Irinotecan,True,8
NCT05999994,Temozolomide,True,8
NCT04192253,Paclitaxel,True,2
NCT04192253,Carboplatin,True,2
NCT04187456,Savolitinib,True,2
NCT04187456,Midazolam,True,2
NCT04132050,fostamatinib disodium,True,2
NCT04132050,Placebo Control,True,2
NCT04193904,CJRB 102,True,2
NCT04193904,Hypofractionated Radiation Therapy,True,2
NCT04187352,Sugemalimab,True,4
NCT04187352,Fluorouracil,True,4
NCT04187352,Cisplatin,True,4
NCT04187352,Placebo Control,True,4
NCT04200417,Ethiodized oil,True,4
NCT04200417,Mitomycin,True,4
NCT04200417,Chemoembolization,True,4
NCT04200417,Tris-acryl Gelatin Microspheres,True,4
NCT03935893,Aldesleukin,True,4
NCT03935893,Tumor Infiltrating Lymphocyte,True,4
NCT03935893,Fludarabine,True,4
NCT03935893,Cyclophosphamide,True,4
NCT04133337,Rivoceranib,True,2
NCT04133337,Camrelizumab,True,2
NCT03984448,Biospecimen Collection,True,12
NCT03984448,Bone Marrow Biopsy,True,12
NCT03984448,Computed Tomography,True,12
NCT03984448,Cyclophosphamide,True,12
NCT03984448,doxorubicin hydrochloride,True,12
NCT03984448,Etoposide,True,12
NCT03984448,Lumbar Puncture,True,12
NCT03984448,Positron Emission Tomography,True,12
NCT03984448,Prednisone,True,12
NCT03984448,Rituximab,True,12
NCT03984448,Venetoclax,True,12
NCT03984448,vincristine sulfate,True,12
NCT04865289,Lenvatinib,True,4
NCT04865289,Pembrolizumab,True,4
NCT04865289,Paclitaxel,True,4
NCT04865289,Carboplatin,True,4
NCT04074187,Caplacizumab,True,5
NCT04074187,Plasmapheresis,True,5
NCT04074187,Methylprednisolone,True,5
NCT04074187,Prednisolone,True,5
NCT04074187,Rituximab,True,5
NCT03994796,Abemaciclib,True,4
NCT03994796,Paxalisib,True,4
NCT03994796,Entrectinib,True,4
NCT03994796,Adagrasib,True,4
NCT03857841,Dulbecco's Phosphate-Buffered Saline,False,1
NCT03792763,Denosumab,True,2
NCT03792763,Placebo Control,True,2
NCT04050462,Nivolumab,True,3
NCT04050462,Cabiralizumab,True,3
NCT04050462,HuMax IL8,True,3
NCT04021368,RVU 120,False,1
NCT04139772,Docetaxel,True,4
NCT04139772,Prednisone,True,4
NCT04139772,Abiraterone acetate,True,4
NCT04139772,Enzalutamide,True,4
NCT04043494,Cyclophosphamide,True,14
NCT04043494,Cytarabine,True,14
NCT04043494,Dexamethasone,True,14
NCT04043494,Daunorubicin,True,14
NCT04043494,Doxorubicin,True,14
NCT04043494,Ifosfamide,True,14
NCT04043494,Mercaptopurine,True,14
NCT04043494,Methotrexate,True,14
NCT04043494,Pegaspargase,True,14
NCT04043494,Prednisone,True,14
NCT04043494,Prednisolone,True,14
NCT04043494,Tioguanine,True,14
NCT04043494,Vincristine,True,14
NCT04043494,Vindesine,True,14
NCT04439890,catequentinib hydrochloride,True,4
NCT04439890,Carboplatin,True,4
NCT04439890,pemetrexed disodium,True,4
NCT04439890,Placebo Control,True,4
NCT05585645,Darbepoetin alfa,False,1
NCT03892018,Oral Paclitaxel + Encequidar - Hanmi,False,1
NCT03984097,Mezagitamab,True,5
NCT03984097,Lenalidomide,True,5
NCT03984097,Dexamethasone,True,5
NCT03984097,Bortezomib,True,5
NCT03984097,Pomalidomide,True,5
NCT03977194,Carboplatin,True,3
NCT03977194,Paclitaxel,True,3
NCT03977194,Atezolizumab,True,3
NCT03492671,Gemcitabine,True,3
NCT03492671,Nab-paclitaxel,True,3
NCT03492671,Stereotactic Body Radiation Therapy,True,3
NCT04025593,Cyclophosphamide,True,9
NCT04025593,Rituximab,True,9
NCT04025593,Doxorubicin,True,9
NCT04025593,Vincristine,True,9
NCT04025593,Prednisone,True,9
NCT04025593,Ibrutinib,True,9
NCT04025593,Lenalidomide,True,9
NCT04025593,Chidamide,True,9
NCT04025593,Decitabine,True,9
NCT03933735,Etentamig,False,1
NCT04121507,Emtricitabine,True,5
NCT04121507,Allogeneic Stem Cell Transplantation,True,5
NCT04121507,Bone Marrow Biopsy,True,5
NCT04121507,Calcium trisodium pentetate,True,5
NCT04121507,TC,True,5
NCT03983759,Sintilimab,False,1
NCT04045847,Autologous Anti-CD147 CAR T-cells,False,1
NCT03795597,Carfilzomib,True,3
NCT03795597,Busulfan,True,3
NCT03795597,Melphalan,True,3
NCT03930953,Golcadomide,True,5
NCT03930953,Rituximab,True,5
NCT03930953,Obinutuzumab,True,5
NCT03930953,Tafasitamab,True,5
NCT03930953,Valemetostat,True,5
NCT03910387,Gemcitabine,True,3
NCT03910387,Nab-paclitaxel,True,3
NCT03910387,telotristat ethyl,True,3
NCT04356430,Abiraterone acetate,True,4
NCT04356430,Laparoscopic Radical Prostatectomy with Robotics,True,4
NCT04356430,Prednisone,True,4
NCT04356430,Goserelin,True,4
NCT03924986,Tislelizumab,True,4
NCT03924986,Placebo Control,True,4
NCT03924986,Gemcitabine,True,4
NCT03924986,Cisplatin,True,4
NCT03818061,Atezolizumab,True,2
NCT03818061,Bevacizumab,True,2
NCT03802058,Nab-paclitaxel,True,3
NCT03802058,Carboplatin,True,3
NCT03802058,Thoracic Radiation Therapy,True,3
NCT03764137,Panitumumab,False,1
NCT03825744,eltrombopag olamine,True,3
NCT03825744,Placebo Control,True,3
NCT03825744,Best Practice,True,3
NCT03754933,Purine nucleoside phosphorylase,True,2
NCT03754933,fludarabine phosphate,True,2
NCT03967938,Olaparib,False,1
NCT03671811,Megestrol acetate,True,2
NCT03671811,Pterostilbene,True,2
NCT03486197,Laboratory Biomarker Analysis,True,3
NCT03486197,Pembrolizumab,True,3
NCT03486197,Radiation Therapy,True,3
NCT03724968,Nivolumab,True,3
NCT03724968,Relatlimab,True,3
NCT03724968,Ipilimumab,True,3
NCT03851237,Copper Cu 64-DOTA-ECL1i,True,2
NCT03851237,Calcium trisodium pentetate,True,2
NCT05728632,Nebivolol,True,2
NCT05728632,Placebo Control,True,2
NCT03616886,Paclitaxel,True,4
NCT03616886,Carboplatin,True,4
NCT03616886,Durvalumab,True,4
NCT03616886,Oleclumab,True,4
NCT03819465,Durvalumab,True,10
NCT03819465,Danvatirsen,True,10
NCT03819465,Oleclumab,True,10
NCT03819465,Volrustomig,True,10
NCT03819465,Pemetrexed,True,10
NCT03819465,Carboplatin,True,10
NCT03819465,Gemcitabine,True,10
NCT03819465,Cisplatin,True,10
NCT03819465,Nab-paclitaxel,True,10
NCT03819465,Rilvegostomig,True,10
NCT03755141,Trastuzumab,False,1
NCT03298945,Bowel Preparation,True,2
NCT03298945,Macrogol 3350-Based Iso-Osmotic Laxative,True,2
NCT03596281,Pembrolizumab,True,3
NCT03596281,Bevacizumab,True,3
NCT03596281,Pegylated liposomal doxorubicin,True,3
NCT03579446,Hydrocodone Measurement,True,7
NCT03579446,Hydromorphone,True,7
NCT03579446,Levorphanol Measurement,True,7
NCT03579446,Morphine,True,7
NCT03579446,Oxycodone,True,7
NCT03579446,Oxymorphone,True,7
NCT03579446,Questionnaire Administration,True,7
NCT03663166,Thoracic Radiation Therapy,True,8
NCT03663166,Cisplatin,True,8
NCT03663166,Etoposide,True,8
NCT03663166,Carboplatin,True,8
NCT03663166,Paclitaxel,True,8
NCT03663166,Pemetrexed,True,8
NCT03663166,Ipilimumab,True,8
NCT03663166,Nivolumab,True,8
NCT03513484,Azacitidine,True,3
NCT03513484,Laboratory Biomarker Analysis,True,3
NCT03513484,Nintedanib,True,3
NCT03664687,Zoledronic acid,False,1
NCT03706547,Anti-CD19/BCMA bispecific CAR-T cell therapy - Hrain Biotechnology,True,3
NCT03706547,Fludarabine,True,3
NCT03706547,Cyclophosphamide,True,3
NCT03714490,Hydrocortisone,True,5
NCT03714490,Capecitabine,True,5
NCT03714490,Chemoradiotherapy,True,5
NCT03714490,Oxaliplatin,True,5
NCT03714490,Surgical Procedure,True,5
NCT03646461,Ibrutinib,True,3
NCT03646461,Cetuximab,True,3
NCT03646461,Nivolumab,True,3
NCT03708328,RG7769,False,1
NCT03689699,Nivolumab,True,3
NCT03689699,Degarelix,True,3
NCT03689699,HuMax IL8,True,3
NCT03715517,Lidocaine,True,6
NCT03715517,Thoracic Epidural Analgesia,True,6
NCT03715517,Morphine,True,6
NCT03715517,Spinal Block,True,6
NCT03715517,Bupivacaine,True,6
NCT03715517,Hydromorphone,True,6
NCT03011671,Acetazolamide,True,2
NCT03011671,Temozolomide,True,2
NCT03707093,ADG 106,False,1
NCT03090880,Tinzaparin sodium,False,1
NCT03457142,Abatacept,True,4
NCT03457142,Dexamethasone,True,4
NCT03457142,Ixazomib citrate,True,4
NCT03457142,Laboratory Biomarker Analysis,True,4
NCT03587038,disufenton sodium,True,3
NCT03587038,Temozolomide,True,3
NCT03587038,Photon Beam Radiation Therapy,True,3
NCT03664895,leuprolide acetate,True,2
NCT03664895,goserelin acetate,True,2
NCT03600467,Seviteronel,True,2
NCT03600467,Dexamethasone,True,2
NCT03580928,Venetoclax,True,3
NCT03580928,Obinutuzumab,True,3
NCT03580928,Acalabrutinib,True,3
NCT03617003,Padeliporfin,True,2
NCT03617003,Endoscopic Procedure,True,2
NCT03265717,HTERT DNA vaccine Invectys,False,1
NCT03600129,Quadratus Lumborum Block,True,3
NCT03600129,Ropivacaine,True,3
NCT03600129,Sodium chloride,True,3
NCT03363867,Atezolizumab,True,3
NCT03363867,Bevacizumab,True,3
NCT03363867,Cobimetinib,True,3
NCT03574402,Abivertinib Maleate Anhydrous,True,14
NCT03574402,Afatinib,True,14
NCT03574402,Crizotinib,True,14
NCT03574402,Ensartinib,True,14
NCT03574402,Chidamide,True,14
NCT03574402,pyrotinib dimaleate,True,14
NCT03574402,Zorifertinib,True,14
NCT03574402,Pirotinib,True,14
NCT03574402,Nimotuzumab,True,14
NCT03574402,Pemetrexed,True,14
NCT03574402,Cisplatin,True,14
NCT03574402,Sintilimab,True,14
NCT03574402,Gemcitabine,True,14
NCT03574402,Carboplatin,True,14
NCT03516591,Vixtimotamab,False,1
NCT03535727,Nab-paclitaxel,True,5
NCT03535727,Gemcitabine,True,5
NCT03535727,Capecitabine,True,5
NCT03535727,Cisplatin,True,5
NCT03535727,Irinotecan,True,5
NCT03483675,Immunosuppressive Therapy,False,1
NCT03529266,Fibrin Sealant,True,2
NCT03529266,Surgical Procedure,True,2
NCT03410693,Rogaratinib,True,4
NCT03410693,Docetaxel,True,4
NCT03410693,Paclitaxel,True,4
NCT03410693,Vinflunine,True,4
NCT03533582,Carboplatin,True,12
NCT03533582,Cisplatin,True,12
NCT03533582,Doxorubicin,True,12
NCT03533582,Etoposide,True,12
NCT03533582,Fluorouracil,True,12
NCT03533582,Gemcitabine,True,12
NCT03533582,Irinotecan,True,12
NCT03533582,Laboratory Biomarker Analysis,True,12
NCT03533582,Oxaliplatin,True,12
NCT03533582,Resection,True,12
NCT03533582,Sorafenib,True,12
NCT03533582,vincristine sulfate,True,12
NCT03473756,Rogaratinib,True,2
NCT03473756,Atezolizumab,True,2
NCT03544125,Durvalumab,True,2
NCT03544125,Olaparib,True,2
NCT03245554,Propranolol,False,1
NCT04263298,Fulvestrant,True,2
NCT04263298,Capecitabine,True,2
NCT03341520,Obinutuzumab,True,2
NCT03341520,Low Dose Radiation Therapy,True,2
NCT03464201,Enzalutamide,False,1
NCT03239392,EQ 101,False,1
NCT03488225,Cyclophosphamide,True,13
NCT03488225,Cytarabine,True,13
NCT03488225,Dexamethasone,True,13
NCT03488225,doxorubicin hydrochloride,True,13
NCT03488225,Inotuzumab ozogamicin,True,13
NCT03488225,Laboratory Biomarker Analysis,True,13
NCT03488225,leucovorin calcium,True,13
NCT03488225,Mercaptopurine,True,13
NCT03488225,Methotrexate,True,13
NCT03488225,Ofatumumab,True,13
NCT03488225,Prednisone,True,13
NCT03488225,Rituximab,True,13
NCT03488225,vincristine sulfate,True,13
NCT03492931,Ticagrelor,False,1
NCT02876640,Biospecimen Collection,True,3
NCT02876640,Retinoid 9cUAB30,True,3
NCT02876640,Therapeutic Conventional Surgery,True,3
NCT03418168,Molidustat,False,1
NCT03402230,Broccoli Sprout/Broccoli Seed Extract Supplement,True,3
NCT03402230,Laboratory Biomarker Analysis,True,3
NCT03402230,Questionnaire Administration,True,3
NCT03407300,Docetaxel,False,1
NCT03395873,Decitabine,True,2
NCT03395873,Avelumab,True,2
NCT03390062,Rivoceranib,False,1
NCT03164772,Durvalumab,True,4
NCT03164772,Tremelimumab,True,4
NCT03164772,CV 9202,True,4
NCT03164772,Intradermal Route of Administration,True,4
NCT03231176,Varlitinib,True,2
NCT03231176,Capecitabine,True,2
NCT03315364,Paclitaxel,False,1
NCT03350477,Ablation Therapy,True,2
NCT03350477,Qilisheng Immunoregulatory Oral Solution,True,2
NCT03298893,Nivolumab,True,3
NCT03298893,Cisplatin,True,3
NCT03298893,Radiation Therapy,True,3
NCT03362723,RG7388,False,1
NCT03352947,Dabrafenib,True,2
NCT03352947,Trametinib,True,2
NCT03427242,Rivoceranib,False,1
NCT02570958,Indocyanine green,True,4
NCT02570958,Wedge Excision,True,4
NCT02570958,Lobectomy,True,4
NCT02570958,Segmentectomy,True,4
NCT03222609,Ruxolitinib,True,2
NCT03222609,Navitoclax,True,2
NCT03106779,Asciminib,True,2
NCT03106779,Bosutinib,True,2
NCT02760953,Cryosurgery,True,2
NCT02760953,Epirubicin,True,2
NCT03233347,Brentuximab vedotin,True,6
NCT03233347,Dacarbazine,True,6
NCT03233347,Doxorubicin,True,6
NCT03233347,Laboratory Biomarker Analysis,True,6
NCT03233347,Nivolumab,True,6
NCT03233347,Vinblastine,True,6
NCT03168100,Elotuzumab,True,4
NCT03168100,Lenalidomide,True,4
NCT03168100,Dexamethasone,True,4
NCT03168100,Bortezomib,True,4
NCT03256071,Decitabine,True,5
NCT03256071,Semustine,True,5
NCT03256071,Cytarabine,True,5
NCT03256071,Busulfan,True,5
NCT03256071,Cyclophosphamide,True,5
NCT03288493,Rimiducid,False,1
NCT03045653,Tamoxifen,False,1
NCT03280264,Evocalcet,False,1
NCT03194932,Venetoclax,True,5
NCT03194932,Cytarabine,True,5
NCT03194932,Idarubicin,True,5
NCT03194932,Triple Intrathecal Chemotherapy,True,5
NCT03194932,Azacitidine,True,5
NCT03950141,Rivoceranib,True,2
NCT03950141,Gimeracil/oteracil/tegafur,True,2
NCT03042416,Fluorodopa-F-18,False,1
NCT03229200,Ibrutinib,False,1
NCT03085069,Camrelizumab,False,1
NCT02567422,Berzosertib,True,7
NCT02567422,Cisplatin,True,7
NCT02567422,Computed Tomography,True,7
NCT02567422,Laboratory Biomarker Analysis,True,7
NCT02567422,Magnetic Resonance Imaging,True,7
NCT02567422,Positron Emission Tomography,True,7
NCT02567422,Radiation Therapy,True,7
NCT03167853,Anti-PD1 Monoclonal Antibody,False,1
NCT06390839,Biopsy,True,5
NCT06390839,Biospecimen Collection,True,5
NCT06390839,Computed Tomography,True,5
NCT06390839,Magnetic Resonance Imaging,True,5
NCT06390839,Palbociclib,True,5
NCT03020030,Pegaspargase,True,15
NCT03020030,Crisantaspase,True,15
NCT03020030,Cyclophosphamide,True,15
NCT03020030,Cytarabine,True,15
NCT03020030,Dasatinib,True,15
NCT03020030,Dexamethasone,True,15
NCT03020030,Dexrazoxane,True,15
NCT03020030,Doxorubicin,True,15
NCT03020030,Etoposide,True,15
NCT03020030,Hydrocortisone,True,15
NCT03020030,leucovorin calcium,True,15
NCT03020030,Mercaptopurine,True,15
NCT03020030,Methotrexate,True,15
NCT03020030,Nelarabine,True,15
NCT03020030,Vincristine,True,15
NCT03052127,Belzupacap sarotalocan,True,2
NCT03052127,Laser Activation,True,2
NCT02216578,Cabozantinib,False,1
NCT02782546,Allogeneic Hematopoietic Stem Cell Transplantation,True,7
NCT02782546,Tacrolimus,True,7
NCT02782546,Mycophenolate mofetil,True,7
NCT02782546,Filgrastim,True,7
NCT02782546,Donor-derived Cytokine-induced Memory-like Natural Killer Cells,True,7
NCT02782546,ALT 801,True,7
NCT02782546,Leukapheresis,True,7
NCT02935205,Enzalutamide,True,2
NCT02935205,Indometacin,True,2
NCT03141463,Vvax 001,False,1
NCT03096184,rivoceranib mesylate,True,2
NCT03096184,Gimeracil/oteracil/tegafur,True,2
NCT02881554,Computed Tomography,True,3
NCT02881554,Single Photon Emission Computed Tomography,True,3
NCT02881554,technetium tc-99m sulfur colloid,True,3
NCT02970539,Oral Paclitaxel + Encequidar - Hanmi,True,4
NCT02970539,Paclitaxel,True,4
NCT02970539,HM 30181A,True,4
NCT02970539,Ramucirumab,True,4
NCT02962063,Durvalumab,True,6
NCT02962063,Carboplatin,True,6
NCT02962063,Paclitaxel,True,6
NCT02962063,External Beam Radiation Therapy,True,6
NCT02962063,Esophagogastrectomy,True,6
NCT02962063,Tremelimumab,True,6
NCT03027739,Tisagenlecleucel,False,1
NCT02810990,Bosutinib,False,1
NCT02873598,FOLFIRINOX,True,4
NCT02873598,Gemcitabine,True,4
NCT02873598,Paclitaxel,True,4
NCT02873598,Stereotactic Body Radiation Therapy,True,4
NCT02921919,Talazoparib,False,1
NCT02940886,Iron Isomaltoside 1000,True,2
NCT02940886,Iron sucrose,True,2
NCT02921893,Dexamethasone,True,4
NCT02921893,Ixazomib citrate,True,4
NCT02921893,Lenalidomide,True,4
NCT02921893,Questionnaire Administration,True,4
NCT02942173,CD45RA-depleted Donor T-lymphocytes,False,1
NCT02946021,Indocyanine green,True,2
NCT02946021,Near-Infrared Fluorescence Imaging,True,2
NCT03606863,Total Parenteral Nutrition,False,1
NCT02873975,Prexasertib,False,1
NCT02829840,Ponatinib,True,2
NCT02829840,Azacitidine,True,2
NCT03070548,Talazoparib,False,1
NCT02903914,Numidargistat,True,2
NCT02903914,Pembrolizumab,True,2
NCT02880371,ARRY 382,True,2
NCT02880371,Pembrolizumab,True,2
NCT02768792,Pembrolizumab,False,1
NCT02721550,Sodium Glycididazole,False,1
NCT02693067,Rose bengal sodium,False,1
NCT02886897,PD-1 Inhibitor,True,2
NCT02886897,Valproic acid,True,2
NCT02924753,Cyclophosphamide,True,3
NCT02924753,Fludarabine,True,3
NCT02924753,CART-19 - Henan Cancer Hospital,True,3
NCT02724878,Bevacizumab,True,2
NCT02724878,Atezolizumab,True,2
NCT02725489,Durvalumab,False,1
NCT02808442,Allo 501,False,1
NCT02661685,Autologous Interferon-producing Killer Dendritic Cells,False,1
NCT02775370,rivoceranib mesylate,False,1
NCT02787369,Ricolinostat,True,3
NCT02787369,Ibrutinib,True,3
NCT02787369,Idelalisib,True,3
NCT04439123,Capivasertib,False,1
NCT01821833,Omega 3 fatty acids,True,3
NCT01821833,Placebo Control,True,3
NCT01821833,Paclitaxel,True,3
NCT02780310,Lenvatinib,False,1
NCT02692248,Ibrutinib,True,5
NCT02692248,Rituximab,True,5
NCT02692248,Gemcitabine,True,5
NCT02692248,Oxaliplatin,True,5
NCT02692248,Dexamethasone,True,5
NCT02697058,Irinotecan Sucrosofate,True,3
NCT02697058,Fluorouracil,True,3
NCT02697058,Levoleucovorin Calcium,True,3
NCT02688712,Galunisertib,True,4
NCT02688712,Capecitabine,True,4
NCT02688712,Fluorouracil,True,4
NCT02688712,Total Mesorectal Excision,True,4
NCT02712112,imatinib mesylate,False,1
NCT02653105,OLFM4 Gene,False,1
NCT02680574,Vadadustat,True,2
NCT02680574,Darbepoetin alfa,True,2
NCT03564704,Dexamethasone,True,21
NCT03564704,Vincristine,True,21
NCT03564704,Cyclophosphamide,True,21
NCT03564704,Idarubicin,True,21
NCT03564704,Pegaspargase,True,21
NCT03564704,doxorubicin hydrochloride,True,21
NCT03564704,Methotrexate,True,21
NCT03564704,Mercaptopurine,True,21
NCT03564704,Etoposide,True,21
NCT03564704,Cytarabine,True,21
NCT03564704,Bone Marrow Aspiration,True,21
NCT03564704,Intrathecal Chemotherapy,True,21
NCT03564704,Radiation Therapy,True,21
NCT03564704,Next Generation Sequencing,True,21
NCT03564704,Allogeneic Hematopoietic Stem Cell Transplantation,True,21
NCT03564704,IMWG Flow MRD-negative,True,21
NCT03564704,Fluorescence In Situ Hybridization,True,21
NCT03564704,Flow Cytometry,True,21
NCT03564704,Karyotyping,True,21
NCT03564704,Chidamide,True,21
NCT03564704,Positron Emission Tomography and Computed Tomography Scan,True,21
NCT02460367,Docetaxel,True,3
NCT02460367,Tergenpumatucel-L,True,3
NCT02460367,Indoximod,True,3
NCT02621970,Cisplatin,True,4
NCT02621970,Docetaxel,True,4
NCT02621970,Capecitabine,True,4
NCT02621970,Intensity-Modulated Radiation Therapy,True,4
